image_path,caption
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14948_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14949_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14950_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14951_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14952_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14953_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14954_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14955_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14956_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14957_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14958_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14959_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14960_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14961_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14962_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14963_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14964_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14965_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14966_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14967_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14968_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14969_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14970_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14971_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14972_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14973_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14974_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14975_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14976_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14977_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14978_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14979_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14980_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14981_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14982_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14983_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14984_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14985_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14986_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14987_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14988_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14989_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14990_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14991_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14992_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14993_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14994_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14995_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14996_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14997_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14998_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_14999_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_149_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15000_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15001_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15002_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15003_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15004_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15005_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15006_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15007_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15008_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15009_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15010_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15011_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15012_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15013_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15014_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15015_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_15016_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, gallbladder, liver. Instrument(s) present: L-hook electrocautery, grasper."
