dataset,sequence_id,modality,frames_dir,num_frames,has_depth,has_mask,has_stereo,split,sample_frame,domain
STIR,STIRChallenge_2024\05\left\seq51\frames\00569720ms-00572880ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/left/seq51/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/left/seq51/frames/00569720ms-00572880ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\left\seq59\frames\00618000ms-00622320ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/left/seq59/frames,-1,False,False,False,val,datasets/STIR/STIRChallenge_2024/05/left/seq59/frames/00618000ms-00622320ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\left\seq60\frames\00624200ms-00627440ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/left/seq60/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/left/seq60/frames/00624200ms-00627440ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\left\seq63\frames\00645040ms-00655120ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/left/seq63/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/left/seq63/frames/00645040ms-00655120ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\left\seq70\frames\00698240ms-00702400ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/left/seq70/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/left/seq70/frames/00698240ms-00702400ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\left\seq71\frames\00704240ms-00707600ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/left/seq71/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/left/seq71/frames/00704240ms-00707600ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq02\frames\00084840ms-00090280ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq02/frames,-1,False,False,False,test,datasets/STIR/STIRChallenge_2024/05/right/seq02/frames/00084840ms-00090280ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq06\frames\00108120ms-00118680ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq06/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/right/seq06/frames/00108120ms-00118680ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq09\frames\00138800ms-00142440ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq09/frames,-1,False,False,False,test,datasets/STIR/STIRChallenge_2024/05/right/seq09/frames/00138800ms-00142440ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq15\frames\00194600ms-00200440ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq15/frames,-1,False,False,False,test,datasets/STIR/STIRChallenge_2024/05/right/seq15/frames/00194600ms-00200440ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq16\frames\00201960ms-00204000ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq16/frames,-1,False,False,False,test,datasets/STIR/STIRChallenge_2024/05/right/seq16/frames/00201960ms-00204000ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq24\frames\00259880ms-00264000ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq24/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/right/seq24/frames/00259880ms-00264000ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq30\frames\00308080ms-00312440ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq30/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/right/seq30/frames/00308080ms-00312440ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq33\frames\00327360ms-00332800ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq33/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/right/seq33/frames/00327360ms-00332800ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq39\frames\00374480ms-00380040ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq39/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/right/seq39/frames/00374480ms-00380040ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq51\frames\00569720ms-00572880ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq51/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/right/seq51/frames/00569720ms-00572880ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq59\frames\00618000ms-00622320ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq59/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/right/seq59/frames/00618000ms-00622320ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq60\frames\00624200ms-00627440ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq60/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/right/seq60/frames/00624200ms-00627440ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq63\frames\00645040ms-00655120ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq63/frames,-1,False,False,False,test,datasets/STIR/STIRChallenge_2024/05/right/seq63/frames/00645040ms-00655120ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq70\frames\00698240ms-00702400ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq70/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/right/seq70/frames/00698240ms-00702400ms-visible.mp4,laparo
STIR,STIRChallenge_2024\05\right\seq71\frames\00704240ms-00707600ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/05/right/seq71/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/05/right/seq71/frames/00704240ms-00707600ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq01\frames\00025160ms-00031040ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq01/frames,-1,False,False,False,val,datasets/STIR/STIRChallenge_2024/06/left/seq01/frames/00025160ms-00031040ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq04\frames\00069080ms-00069560ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq04/frames,-1,False,False,False,test,datasets/STIR/STIRChallenge_2024/06/left/seq04/frames/00069080ms-00069560ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq09\frames\00096680ms-00099360ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq09/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq09/frames/00096680ms-00099360ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq14\frames\00125000ms-00127760ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq14/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq14/frames/00125000ms-00127760ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq23\frames\00178320ms-00185920ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq23/frames,-1,False,False,False,val,datasets/STIR/STIRChallenge_2024/06/left/seq23/frames/00178320ms-00185920ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq24\frames\00187360ms-00193000ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq24/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq24/frames/00187360ms-00193000ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq33\frames\00243520ms-00247600ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq33/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq33/frames/00243520ms-00247600ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq34\frames\00250280ms-00253120ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq34/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq34/frames/00250280ms-00253120ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq39\frames\00279880ms-00284720ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq39/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq39/frames/00279880ms-00284720ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq41\frames\00290000ms-00316400ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq41/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq41/frames/00290000ms-00316400ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq47\frames\00349720ms-00352000ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq47/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq47/frames/00349720ms-00352000ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq49\frames\00356720ms-00358520ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq49/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq49/frames/00356720ms-00358520ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq59\frames\00425520ms-00429320ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq59/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq59/frames/00425520ms-00429320ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\left\seq65\frames\00465360ms-00467760ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/left/seq65/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/left/seq65/frames/00465360ms-00467760ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq01\frames\00025160ms-00031040ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq01/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/right/seq01/frames/00025160ms-00031040ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq04\frames\00069080ms-00069560ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq04/frames,-1,False,False,False,val,datasets/STIR/STIRChallenge_2024/06/right/seq04/frames/00069080ms-00069560ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq09\frames\00096680ms-00099360ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq09/frames,-1,False,False,False,test,datasets/STIR/STIRChallenge_2024/06/right/seq09/frames/00096680ms-00099360ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq14\frames\00125000ms-00127760ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq14/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/right/seq14/frames/00125000ms-00127760ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq23\frames\00178320ms-00185920ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq23/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/right/seq23/frames/00178320ms-00185920ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq24\frames\00187360ms-00193000ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq24/frames,-1,False,False,False,test,datasets/STIR/STIRChallenge_2024/06/right/seq24/frames/00187360ms-00193000ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq33\frames\00243520ms-00247600ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq33/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/right/seq33/frames/00243520ms-00247600ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq34\frames\00250280ms-00253120ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq34/frames,-1,False,False,False,val,datasets/STIR/STIRChallenge_2024/06/right/seq34/frames/00250280ms-00253120ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq39\frames\00279880ms-00284720ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq39/frames,-1,False,False,False,val,datasets/STIR/STIRChallenge_2024/06/right/seq39/frames/00279880ms-00284720ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq41\frames\00290000ms-00316400ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq41/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/right/seq41/frames/00290000ms-00316400ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq47\frames\00349720ms-00352000ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq47/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/right/seq47/frames/00349720ms-00352000ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq49\frames\00356720ms-00358520ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq49/frames,-1,False,False,False,val,datasets/STIR/STIRChallenge_2024/06/right/seq49/frames/00356720ms-00358520ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq59\frames\00425520ms-00429320ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq59/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/right/seq59/frames/00425520ms-00429320ms-visible.mp4,laparo
STIR,STIRChallenge_2024\06\right\seq65\frames\00465360ms-00467760ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/06/right/seq65/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/06/right/seq65/frames/00465360ms-00467760ms-visible.mp4,laparo
STIR,STIRChallenge_2024\07\left\seq02\frames\00033760ms-00069720ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/07/left/seq02/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/07/left/seq02/frames/00033760ms-00069720ms-visible.mp4,laparo
STIR,STIRChallenge_2024\07\right\seq02\frames\00033760ms-00069720ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/07/right/seq02/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/07/right/seq02/frames/00033760ms-00069720ms-visible.mp4,laparo
STIR,STIRChallenge_2024\08\left\seq00\frames\00014400ms-00041480ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/08/left/seq00/frames,-1,False,False,False,test,datasets/STIR/STIRChallenge_2024/08/left/seq00/frames/00014400ms-00041480ms-visible.mp4,laparo
STIR,STIRChallenge_2024\08\right\seq00\frames\00014400ms-00041480ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/08/right/seq00/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/08/right/seq00/frames/00014400ms-00041480ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\left\seq00\frames\00012800ms-00025400ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/left/seq00/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/left/seq00/frames/00012800ms-00025400ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\left\seq07\frames\00083080ms-00087080ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/left/seq07/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/left/seq07/frames/00083080ms-00087080ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\left\seq10\frames\00099920ms-00102120ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/left/seq10/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/left/seq10/frames/00099920ms-00102120ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\left\seq13\frames\00122080ms-00129479ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/left/seq13/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/left/seq13/frames/00122080ms-00129479ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\left\seq21\frames\00193960ms-00202360ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/left/seq21/frames,-1,False,False,False,val,datasets/STIR/STIRChallenge_2024/09/left/seq21/frames/00193960ms-00202360ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\left\seq29\frames\00271200ms-00273560ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/left/seq29/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/left/seq29/frames/00271200ms-00273560ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\left\seq37\frames\00353400ms-00357080ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/left/seq37/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/left/seq37/frames/00353400ms-00357080ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\left\seq39\frames\00364240ms-00367920ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/left/seq39/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/left/seq39/frames/00364240ms-00367920ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\left\seq41\frames\00376240ms-00381680ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/left/seq41/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/left/seq41/frames/00376240ms-00381680ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\right\seq00\frames\00012800ms-00025400ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/right/seq00/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/right/seq00/frames/00012800ms-00025400ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\right\seq07\frames\00083080ms-00087080ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/right/seq07/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/right/seq07/frames/00083080ms-00087080ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\right\seq10\frames\00099920ms-00102120ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/right/seq10/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/right/seq10/frames/00099920ms-00102120ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\right\seq13\frames\00122080ms-00129479ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/right/seq13/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/right/seq13/frames/00122080ms-00129479ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\right\seq21\frames\00193960ms-00202360ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/right/seq21/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/right/seq21/frames/00193960ms-00202360ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\right\seq29\frames\00271200ms-00273560ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/right/seq29/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/right/seq29/frames/00271200ms-00273560ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\right\seq37\frames\00353400ms-00357080ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/right/seq37/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/right/seq37/frames/00353400ms-00357080ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\right\seq39\frames\00364240ms-00367920ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/right/seq39/frames,-1,False,False,False,train,datasets/STIR/STIRChallenge_2024/09/right/seq39/frames/00364240ms-00367920ms-visible.mp4,laparo
STIR,STIRChallenge_2024\09\right\seq41\frames\00376240ms-00381680ms-visible.mp4,video,datasets/STIR/STIRChallenge_2024/09/right/seq41/frames,-1,False,False,False,test,datasets/STIR/STIRChallenge_2024/09/right/seq41/frames/00376240ms-00381680ms-visible.mp4,laparo
